Sat Mar  2 09:01:07 2024, 0, 35930, 0, 6, 9833, 0, 7, 1077, 0, 10, 11062, 0, 11, 2306, 0, 51.6129, 0
Sat Mar  2 09:02:08 2024, 0, 35930, 0, 6, 9833, 0, 7, 1078, 0, 10, 11062, 0, 11, 2307, 0, 51.6129, 4
Sat Mar  2 09:03:08 2024, 0, 35930, 0, 6, 9833, 0, 7, 1078, 0, 10, 11062, 0, 11, 2307, 0, 51.6129, 4
Sat Mar  2 09:04:09 2024, 0, 35930, 0, 6, 9833, 0, 7, 1080, 0, 10, 11062, 0, 11, 2309, 0, 51.6129, 4
Sat Mar  2 09:05:09 2024, 0, 35930, 0, 6, 9833, 0, 7, 1081, 0, 10, 11062, 0, 11, 2310, 0, 51.6129, 4
Sat Mar  2 09:06:10 2024, 0, 35930, 0, 6, 9833, 0, 7, 1082, 0, 10, 11062, 0, 11, 2311, 0, 51.6129, 4
Sat Mar  2 09:08:11 2024, 0, 35930, 0, 6, 9833, 0, 7, 1084, 0, 10, 11062, 0, 11, 2314, 0, 51.6129, 4
Sat Mar  2 09:09:12 2024, 0, 35930, 0, 6, 9833, 0, 7, 1085, 0, 10, 11062, 0, 11, 2314, 0, 51.6129, 4
Sat Mar  2 09:10:12 2024, 0, 35930, 0, 6, 9833, 0, 7, 1085, 0, 10, 11062, 0, 11, 2314, 0, 51.6129, 4
Sat Mar  2 09:11:13 2024, 0, 35930, 0, 6, 9833, 0, 7, 1086, 0, 10, 11062, 0, 11, 2315, 0, 51.6129, 4
Sat Mar  2 09:13:14 2024, 0, 35930, 0, 6, 9833, 0, 7, 1087, 0, 10, 11062, 0, 11, 2317, 0, 51.6129, 4
Sat Mar  2 09:14:14 2024, 0, 35930, 0, 6, 9833, 0, 7, 1089, 0, 10, 11062, 0, 11, 2318, 0, 51.6129, 4
Sat Mar  2 09:15:15 2024, 0, 35930, 0, 6, 9833, 0, 7, 1092, 0, 10, 11062, 0, 11, 2321, 0, 51.6129, 4
Sat Mar  2 09:16:16 2024, 0, 35930, 0, 6, 9833, 0, 7, 1091, 0, 10, 11062, 0, 11, 2320, 0, 51.6129, 4
Sat Mar  2 09:17:16 2024, 0, 35930, 0, 6, 9833, 0, 7, 1091, 0, 10, 11062, 0, 11, 2320, 0, 51.6129, 4
Sat Mar  2 09:18:17 2024, 0, 35930, 0, 6, 9833, 0, 7, 1093, 0, 10, 11062, 0, 11, 2322, 0, 51.6129, 4
Sat Mar  2 09:19:17 2024, 0, 35930, 0, 6, 9833, 0, 7, 1094, 0, 10, 11062, 0, 11, 2323, 0, 51.6129, 4
Sat Mar  2 09:20:18 2024, 0, 35930, 0, 6, 9833, 0, 7, 1094, 0, 10, 11062, 0, 11, 2323, 0, 51.6129, 4
Sat Mar  2 09:21:19 2024, 0, 35930, 0, 6, 9833, 0, 7, 1096, 0, 10, 11062, 0, 11, 2325, 0, 51.6129, 4
Sat Mar  2 09:22:19 2024, 0, 35930, 0, 6, 9833, 0, 7, 1096, 0, 10, 11062, 0, 11, 2326, 0, 51.6129, 4
Sat Mar  2 09:23:20 2024, 0, 35930, 0, 6, 9833, 0, 7, 1098, 0, 10, 11062, 0, 11, 2327, 0, 51.6129, 4
Sat Mar  2 09:24:20 2024, 0, 35930, 0, 6, 9833, 0, 7, 1098, 0, 10, 11062, 0, 11, 2327, 0, 51.6129, 4
Sat Mar  2 09:25:21 2024, 0, 35930, 0, 6, 9833, 0, 7, 1098, 0, 10, 11062, 0, 11, 2327, 0, 51.6129, 4
Sat Mar  2 09:26:22 2024, 0, 35930, 0, 6, 9833, 0, 7, 1100, 0, 10, 11062, 0, 11, 2329, 0, 51.6129, 4
Sat Mar  2 09:27:22 2024, 0, 35930, 0, 6, 9833, 0, 7, 1101, 0, 10, 11062, 0, 11, 2330, 0, 51.6129, 4
Sat Mar  2 09:28:23 2024, 0, 35930, 0, 6, 9833, 0, 7, 1102, 0, 10, 11062, 0, 11, 2331, 0, 51.6129, 4
Sat Mar  2 09:29:23 2024, 0, 35930, 0, 6, 9833, 0, 7, 1103, 0, 10, 11062, 0, 11, 2332, 0, 51.6129, 4
Sat Mar  2 09:30:24 2024, 0, 35930, 0, 6, 9833, 0, 7, 1104, 0, 10, 11062, 0, 11, 2333, 0, 51.6129, 4
Sat Mar  2 09:31:25 2024, 0, 35930, 0, 6, 9833, 0, 7, 1104, 0, 10, 11062, 0, 11, 2333, 0, 51.6129, 4
Sat Mar  2 09:32:25 2024, 0, 35930, 0, 6, 9833, 0, 7, 1105, 0, 10, 11062, 0, 11, 2334, 0, 51.6129, 4
Sat Mar  2 09:33:26 2024, 0, 35930, 0, 6, 9833, 0, 7, 1106, 0, 10, 11062, 0, 11, 2336, 0, 51.6129, 4
Sat Mar  2 09:34:26 2024, 0, 35930, 0, 6, 9833, 0, 7, 1107, 0, 10, 11062, 0, 11, 2336, 0, 51.6129, 4
Sat Mar  2 09:35:27 2024, 0, 35930, 0, 6, 9833, 0, 7, 1109, 0, 10, 11062, 0, 11, 2338, 0, 51.6129, 4
Sat Mar  2 09:36:28 2024, 0, 35930, 0, 6, 9833, 0, 7, 1111, 0, 10, 11062, 0, 11, 2340, 0, 51.6129, 4
Sat Mar  2 09:37:28 2024, 0, 35930, 0, 6, 9833, 0, 7, 1112, 0, 10, 11062, 0, 11, 2341, 0, 51.6129, 4
Sat Mar  2 09:38:29 2024, 0, 35930, 0, 6, 9833, 0, 7, 1112, 0, 10, 11062, 0, 11, 2341, 0, 51.6129, 4
Sat Mar  2 09:39:29 2024, 0, 35930, 0, 6, 9833, 0, 7, 1112, 0, 10, 11062, 0, 11, 2341, 0, 51.6129, 4
Sat Mar  2 09:40:30 2024, 0, 35930, 0, 6, 9833, 0, 7, 1115, 0, 10, 11062, 0, 11, 2344, 0, 51.6129, Sat Mar  2 09:41:30 2024, 0, 35930, 0, 6, 9833, 0, 7, 1115, 0, 10, 11062, 0, 11, 2344, 0, 51.6129, 4
